success_rate,avg_reward,avg_cost,avg_steps,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,budgeted_success,action_entropy,method
0.9,53.30078212643949,0.2831060606060606,9.633333333333333,0.0,0.0,0.0,0.0,0.0,0.9,0.9575876235961914,stride_imitation_only
