success_rate,avg_reward,avg_cost,avg_steps,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,budgeted_success,action_entropy,seed
0.6,21.285843501600347,0.40151515151515155,16.4,0.4666666666666667,0.5778571428571428,0.42214285714285715,0.42214285714285715,0.5778571428571428,0.6,1.2566754341125488,0
0.4,-28.876681921278475,0.44469696969696965,17.6,0.5083223539745279,0.47857142857142854,0.5214285714285715,0.5214285714285715,0.47857142857142854,0.4,1.0128634452819825,1
0.8,40.41631025170106,0.3765151515151516,13.8,0.3434343434343434,0.6121212121212121,0.36969696969696964,0.36969696969696964,0.6121212121212121,0.8,1.2511515259742736,2
0.4,-6.239782570520461,0.49257575757575756,19.0,0.419043062200957,0.5018681318681318,0.4781318681318682,0.4781318681318682,0.5018681318681318,0.4,1.2204434394836425,3
0.0,-103.89530562236662,0.5427272727272727,22.6,0.6553359683794466,0.25999999999999995,0.74,0.74,0.25999999999999995,0.0,0.9692793607711792,4
