seed,policy,avg_reward,std_reward,win_rate,starved_tasks,dropped_tasks,deadline_misses,market_starved,market_dropped
1,random,2153.7,10670.163511399438,0.296,20.6,13.0,0.0,83.8,84.4
1,skill_match,16684.6,14370.65632947918,0.34800000000000003,7.2,23.4,0.0,83.8,84.4
1,contract_first,-4876.0,33773.799815833576,0.32,16.2,16.0,0.0,83.8,84.4
1,pattern_skeleton,-5035.0,29375.697949155183,0.27999999999999997,18.2,16.0,0.0,83.8,84.4
1,meta_strategy,-17110.0,33771.93316942339,0.21200000000000002,21.6,16.0,0.0,83.8,84.4
