avg_reward,std_reward,win_rate,starved_tasks,deadline_misses,agent,seed,episodes
12193.7,3254.4864971297698,0.42000000000000004,20.8,0.0,random,6,5
24636.9,14808.421706583049,0.45600000000000007,6.8,0.0,skill_match,6,5
28728.0,11134.656528155685,0.512,7.2,0.0,contract_first,6,5
28728.0,11134.656528155685,0.512,7.2,0.0,pattern_skeleton,6,5
28728.0,11134.656528155685,0.512,7.2,0.0,meta_strategy,6,5
