avg_reward,std_reward,win_rate,starved_tasks,deadline_misses,agent,seed,episodes
1840.0,7513.441215581579,0.192,24.6,0.0,random,7,5
20440.8,17977.13092960053,0.372,5.6,0.0,skill_match,7,5
13775.0,29094.322985764768,0.40800000000000003,10.6,0.0,contract_first,7,5
13775.0,29094.322985764768,0.40800000000000003,10.6,0.0,pattern_skeleton,7,5
13775.0,29094.322985764768,0.40800000000000003,10.6,0.0,meta_strategy,7,5
