agent,avg_reward_mean,avg_reward_std,avg_reward_ci_low,avg_reward_ci_high,win_rate_mean,win_rate_std,win_rate_ci_low,win_rate_ci_high,starved_tasks_mean,starved_tasks_std,starved_tasks_ci_low,starved_tasks_ci_high,deadline_misses_mean,deadline_misses_std,deadline_misses_ci_low,deadline_misses_ci_high
contract_first,17746.262838709677,11773.541070708516,13494.795711290322,21417.388712903226,0.7820645161290323,0.3074052629655594,0.6761258064516129,0.8863225806451613,4.670967741935483,7.39198636129636,2.2385483870967744,7.297096774193547,,,,
meta_strategy,17746.262838709677,11773.541070708516,13494.795711290322,21417.388712903226,0.7820645161290323,0.3074052629655594,0.6761258064516129,0.8863225806451613,4.670967741935483,7.39198636129636,2.2385483870967744,7.297096774193547,,,,
pattern_skeleton,17746.262838709677,11773.541070708516,13494.795711290322,21417.388712903226,0.7820645161290323,0.3074052629655594,0.6761258064516129,0.8863225806451613,4.670967741935483,7.39198636129636,2.2385483870967744,7.297096774193547,,,,
skill_match,14512.73470322581,5705.675265047913,12639.174979516129,16572.568022258063,0.684258064516129,0.24507290993252542,0.6006161290322583,0.7660677419354835,3.44516129032258,5.031556333758467,1.9417741935483874,5.361612903225804,,,,
random,8782.065206451613,5285.25658336236,6878.687433225808,10499.918327741934,0.597935483870968,0.25839478006645455,0.5078548387096775,0.6872290322580648,11.290322580645162,9.781457111586517,7.960967741935485,14.677741935483867,,,,
