avg_reward,std_reward,win_rate,starved_tasks,deadline_misses,agent,seed,episodes
3477.9,8584.430979395198,0.25200000000000006,21.4,0.0,random,2,5
21989.8,14583.321743004919,0.43200000000000005,8.0,0.0,skill_match,2,5
18028.9,32139.40394344612,0.42000000000000004,11.4,0.0,contract_first,2,5
18028.9,32139.40394344612,0.42000000000000004,11.4,0.0,pattern_skeleton,2,5
18028.9,32139.40394344612,0.42000000000000004,11.4,0.0,meta_strategy,2,5
