avg_reward,std_reward,win_rate,starved_tasks,deadline_misses,agent,seed,episodes
11340.4,12938.405363104064,0.34400000000000003,20.8,0.0,random,3,5
20412.9,12234.10313999355,0.41600000000000004,7.0,0.0,skill_match,3,5
16452.0,30942.67936039153,0.404,10.4,0.0,contract_first,3,5
16452.0,30942.67936039153,0.404,10.4,0.0,pattern_skeleton,3,5
16452.0,30942.67936039153,0.404,10.4,0.0,meta_strategy,3,5
