success_rate,avg_reward,avg_cost,avg_steps,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,budgeted_success,action_entropy,seed
0.8,39.38378057332643,0.37318181818181817,14.8,0.5313020313020312,0.5761904761904761,0.3571428571428571,0.3571428571428571,0.5761904761904761,0.8,1.2004714965820313,0
0.6,4.849312105855972,0.4822727272727273,19.6,0.5200790513833992,0.5036111111111111,0.4763888888888889,0.4763888888888889,0.5036111111111111,0.6,1.2536307573318481,1
0.4,-18.083719387100214,0.42181818181818187,17.2,0.48760649978041276,0.56,0.44000000000000006,0.44000000000000006,0.56,0.4,1.1700170993804933,2
0.0,-50.491163254504876,0.5545454545454546,22.0,0.5454545454545455,0.27793040293040294,0.722069597069597,0.722069597069597,0.27793040293040294,0.0,1.1135051012039185,3
0.2,-69.07926987267324,0.5339393939393939,22.2,0.6924505928853754,0.28776395173453995,0.71223604826546,0.71223604826546,0.28776395173453995,0.2,0.961345374584198,4
