method,brier,cost_mae
aegis_full,0.26248830556869507,0.20112864641203315
aegis_flat,0.2913389205932617,0.16823913955871916
aegis_reduced,0.2860852777957916,0.26523286138556257
aegis_no_calibration,0.0,0.0
aegis_no_graph,0.2610968351364136,0.27506373172218274
aegis_no_constraints,0.23353812098503113,0.3111032854868494
aegis_warm_start,0.27234241366386414,0.18604896303481763
