trackType,Active,Cancelled - Client Request,Cancelled - Failed Review,Cancelled - Failed Screening,Cancelled - Requirements Infeasible,Cancelled - Winner Unresponsive,Cancelled - Zero Registrations,Cancelled - Zero Submissions,Completed,Draft,New,total
Development,7,1179,566,115,210,7,36,1540,18338,10,15,22023
