method,success_rate,avg_reward,avg_cost,override_rate,override_win_rate,override_regret_rate,notes
cstride_gate_plus_value,0.6041666666666666,21.475371498382472,0.40323547979797986,0.32463369963369965,0.2216880341880342,0.7783119658119659,value model + gate (counterfactual) fails
cstride_gate_plus_value_plus_residual,0.6041666666666666,21.475371498382472,0.40323547979797986,0.32463369963369965,0.2216880341880342,0.7783119658119659,value + residual stack
cstride_cost_aware,0.6041666666666666,21.475371498382472,0.40323547979797986,0.32463369963369965,0.2216880341880342,0.7783119658119659,value model with cost weight
cstride_without_uncertainty,0.6041666666666666,21.475371498382472,0.40323547979797986,0.32463369963369965,0.2216880341880342,0.7783119658119659,dropped uncertainty features
cstride_without_teacher_confidence,0.91875,48.91711910584388,0.31883996212121213,0.18128732378732382,0.21041666666666664,0.7895833333333334,dropped teacher confidence
