method,success_rate,avg_reward,budgeted_success,avg_cost,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction
stride_without_uncertainty_features,0.9625,59.67022836427041,0.9625,0.2771780303030303,0.0,0.0,0.0,0.0,0.0
