method,success_rate,avg_reward,budgeted_success,avg_cost,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction
stride_without_uncertainty_features,0.98125,61.20375924585535,0.98125,0.27689867424242426,0.0,0.0,0.0,0.0,0.0
stride_gate_plus_residual,0.7609375,31.758886596005045,0.7609375,0.3662713068181818,0.23734360345753933,0.21121805061258186,0.24618336307789432,0.24618336307789432,0.21121805061258186
