success_rate,avg_reward,avg_cost,avg_steps,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,budgeted_success,action_entropy,method
1.0,62.87800055696588,0.2709090909090909,9.12,0.0,0.0,0.0,0.0,0.0,1.0,0.9416169714927674,stride_without_uncertainty_features
