success_rate,avg_reward,avg_cost,avg_steps,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,budgeted_success,action_entropy,method
0.96,60.13013611744737,0.27448484848484844,9.12,0.0,0.0,0.0,0.0,0.0,0.96,0.9317865443229675,stride_imitation_only
