method,seed,episode,reward,success,steps,cost_ratio,budgeted_success,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,action_entropy
cstride_without_teacher_confidence,0,0,-39.57523428391153,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,1,-39.794920816880676,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,2,-40.012322198148766,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,3,-40.22739855632818,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,4,-40.440115537834636,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,5,-40.650443428610984,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,6,-40.85835657587153,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,7,-41.0638332173633,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,8,-41.26685530899707,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,9,-41.467408351843844,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,10,-41.66548121940111,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,11,-41.86106598594415,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,12,-42.05415775669088,0.0,21,0.5628787878787879,0.0,0.6190476190476191,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.9759390243499395
cstride_without_teacher_confidence,0,13,62.083838264212716,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,14,62.236917151412655,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,15,62.38881943452385,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,16,62.539486921188,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,17,62.68886530097042,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,18,62.83690410723776,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,19,62.98355666487244,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,20,63.12878002515757,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,21,63.27253488916111,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,22,63.414785520931055,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,23,63.55549965178167,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,24,63.69464837691143,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,25,63.83220604554272,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,26,63.96815014571718,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,27,64.10246118481842,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,28,64.23512256682669,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
cstride_without_teacher_confidence,0,29,64.36612046724156,1.0,13,0.37575757575757573,1.0,0.23076923076923078,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.1569876043452754
