success_rate,avg_reward,avg_cost,avg_steps,override_rate,override_win_rate,override_regret_rate,harmful_fraction,beneficial_fraction,budgeted_success,action_entropy,method
0.96,61.40661820293184,0.26939393939393935,9.12,0.0,0.0,0.0,0.0,0.0,0.96,0.9456741213798523,stride_without_teacher_confidence
