trackType,Cancelled - Client Request,Cancelled - Failed Review,Cancelled - Failed Screening,Cancelled - Requirements Infeasible,Cancelled - Winner Unresponsive,Cancelled - Zero Registrations,Cancelled - Zero Submissions,Completed,total
Development,1169,555,113,208,7,36,1537,18194,21819
